[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BiteBloodJuicy_ZA01.34.wav | Genre: [genre:sound-design:horror] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:horror, occasion:jump-scare] | Keywords: [keyword:sfx:bite, keyword:sfx:blood] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVDoorUnlock_BW.62561.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:door-unlock, keyword:vehicle:suv] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVDriveAway_BW.62407.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-departure] | Keywords: [keyword:sfx:drive-away, keyword:vehicle:suv] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVDriveAway_BW.62577.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-departure] | Keywords: [keyword:sfx:drive-away, keyword:vehicle:suv] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVDriveAway_BW.62578.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-departure] | Keywords: [keyword:sfx:drive-away, keyword:vehicle:suv] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVEngineRevs_BW.62580.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:vehicle-start] | Keywords: [keyword:sfx:engine-revs, keyword:vehicle:suv] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVFuelDoorClose_BW.62581.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:fuel-door-close, keyword:vehicle:suv] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVFuelDoorClose_BW.62583.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:fuel-door-close, keyword:vehicle:suv] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVFuelDoorOpen_BW.62582.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-exterior] | Keywords: [keyword:sfx:fuel-door-open, keyword:vehicle:suv] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGearShift_BW.62584.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:gear-shift, keyword:vehicle:suv] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGearShift_BW.62585.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:gear-shift, keyword:vehicle:suv] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGearShift_BW.62586.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:combat-vehicular, occasion:vehicle-chase] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGearShift_BW.62587.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:combat-vehicular, occasion:vehicle-chase] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGearShift_BW.62588.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:combat-vehicular, occasion:vehicle-chase] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGearShift_BW.62589.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:combat-vehicular, occasion:vehicle-chase] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGearShift_BW.62590.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:combat-vehicular, occasion:vehicle-chase] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGearShift_BW.62591.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:combat-vehicular, occasion:vehicle-chase] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGearShift_BW.62592.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:combat-vehicular, occasion:vehicle-chase] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGearShift_BW.62593.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:combat-vehicular, occasion:vehicle-chase] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGearShift_BW.62594.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:combat-vehicular, occasion:vehicle-chase] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGearShift_BW.62595.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:combat-vehicular, occasion:vehicle-chase] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGearShift_BW.62596.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:combat-vehicular, occasion:vehicle-chase] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGearShift_BW.62597.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:combat-vehicular, occasion:vehicle-chase] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGearShift_BW.62598.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:combat-vehicular, occasion:vehicle-chase] | Keywords: [keyword:sfx:gear-shift, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGloveBoxClose_BW.62599.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:glove-box-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGloveBoxClose_BW.62600.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:glove-box-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGloveBoxClose_BW.62601.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:glove-box-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGloveBoxClose_BW.62602.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:glove-box-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGloveBoxClose_BW.62607.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:glove-box-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGloveBoxClose_BW.62608.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:glove-box-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGloveBoxOpen_BW.62603.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:glove-box-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGloveBoxOpen_BW.62604.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:glove-box-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGloveBoxOpen_BW.62605.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:glove-box-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGloveBoxOpen_BW.62606.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:glove-box-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVGloveBoxOpen_BW.62609.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:glove-box-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHatchBackClose_BW.62610.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hatchback-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHatchBackClose_BW.62611.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hatchback-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHatchBackClose_BW.62612.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hatchback-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHatchBackClose_BW.62613.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hatchback-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHatchBackClose_BW.62614.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hatchback-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHatchBackClose_BW.62620.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hatchback-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHatchBackClose_BW.62623.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hatchback-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHatchBackClose_BW.62624.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hatchback-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHatchBackOpen_BW.62615.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hatchback-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHatchBackOpen_BW.62616.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hatchback-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHatchBackOpen_BW.62617.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hatchback-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHatchBackOpen_BW.62618.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hatchback-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHatchBackOpen_BW.62619.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hatchback-open, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHatchBackUnlock_BW.62621.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hatchback-unlock, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHatchBackUnlock_BW.62622.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hatchback-unlock, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHatchDoorUnlock_BW.62687.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hatch-door-unlock, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodClose_BW.62641.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodClose_BW.62642.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodClose_BW.62643.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodClose_BW.62645.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodClose_BW.62644.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodClose_BW.62646.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodClose_BW.62647.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodClose_BW.62648.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interaction] | Keywords: [keyword:sfx:hood-close, keyword:tech:vehicle] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodClose_BW.62649.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:car-door, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodLatch_BW.62650.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:latch, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodLatch_BW.62651.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:latch, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodLatch_BW.62652.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:latch, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodOpen_BW.62653.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:car-door, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodOpen_BW.62654.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:car-door, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodOpen_BW.62655.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:car-door, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodOpen_BW.62656.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:car-door, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodOpen_BW.62657.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:car-door, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVHoodRelease_BW.62658.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:car-door, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVKeyFromIgnition_BW.62663.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:key, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVKeyFromIgnition_BW.62664.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:key, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVKeyFromIgnition_BW.62668.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:key, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVKeyFromIgnition_BW.62669.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:key, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVKeyIntoIgnition_BW.62659.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:key, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVKeyIntoIgnition_BW.62660.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:key, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVKeyIntoIgnition_BW.62661.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:key, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVKeyIntoIgnition_BW.62662.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:key, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVKeyIntoIgnition_BW.62665.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:key, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVKeyIntoIgnition_BW.62666.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:key, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVKeyIntoIgnition_BW.62667.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:key, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVKeyIntoIgnition_BW.62774.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:key, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVParkingBrakeDown_BW.6267.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:brake, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVParkingBrakeDown_BW.62_1.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:brake, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVParkingBrakeUp_BW.62672.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:brake, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVParkingBrakeUp_BW.62674.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-operation] | Keywords: [keyword:sfx:brake, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVPassBy_BW.53486.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-ambience] | Keywords: [keyword:sfx:car-passby, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVPassBy_BW.53487.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-ambience] | Keywords: [keyword:sfx:car-passby, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVPassBy_BW.53488.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-ambience] | Keywords: [keyword:sfx:car-passby, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVPassBy_BW.62675.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-ambience] | Keywords: [keyword:sfx:car-passby, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVPassBy_BW.62676.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-ambience] | Keywords: [keyword:sfx:car-passby, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVPassBy_BW.62677.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-ambience] | Keywords: [keyword:sfx:car-passby, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVPassBy_BW.62678.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-ambience] | Keywords: [keyword:sfx:car-passby, keyword:tech:car] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SUVPassBy_BW.62679.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-ambience] | Keywords: [keyword:sfx:car-passby, keyword:tech:car] | Other: []
